Part No.;Type;Manufacture;Terrestrial;Flight;TID-Co60;TID-ELDRS;TID-Protons;TID-Electrons;SEU;SET;SEFI;SEL;SEB;SEGR;Dose Rate;DD-Protons;DD-Neutrons;Facilities;Standard;Environment;Shielding
NAND04GW3B2B;4 Gbit Flash;STMicroelectronics;Y;;;;;;H;;H;;;;;;;;;;
K9F8G08U0M;8 Gbit Flash;Samsung;Y;;Y;;;;H;;H;;;;;;;;;;
;MT47H128M8HQ-3E;Micron;Y;;Y;;;;H;;H;H;;;;;;;;;
MC100EL32;ECL Logic;ON Semiconducor;Y;;Y;;;;H;;;;;;;;;;;;
MC100EP52;ECL Logic;ON Semiconducor;Y;;Y;;;;H;;;;;;;;;;;;
NB100LVEP91;ECL Logic;ON Semiconducor;Y;;Y;;;;H;;;;;;;;;;;;
MC100EP142;ECL Logic;ON Semiconducor;Y;;Y;;;;H;;;;;;;;;;;;
TLK2711;Transceiver;Texas Instruments;Y;;Y;;;;H;;;;;;;;;;;;
XQR4VLX200;FPGA;Xilinx;Y;;;;;;H;;;;H;;;;;;;;
ADG526A;Analog Multiplexer;Analog Devices;Y;;;;;;H;;;H;;;;;;;;;
MT29F4G08AAAWP;4 Gbit Flash;Micron;Y;;;;;;H;;;H;;;;;;;;;
K9F4G08U0A;4 Gbit Flash;Samsung;Y;;;;;;H;;;H;;;;;;;;;
EDS5108ABTA;SDRAM;Eplidia;Y;;;;;;H;H;;H;;;;;;;;;
Test Structure;SRAM;IBM;Y;;;;;;H;;;H;;;;;;;;;
;1 Mb MRAM;Honeywell;Y;;Y;;;;H;;;;;;;;;;;;
K9F4G08U0APCB0;4Gb Flash;Samsung;Y;;Y;;;;H;;H;H;;;;;;;;;
MT29F4G08AAWP;4Gb Flash;Micron;Y;;Y;;;;H;;H;H;;;;;;;;;
W28C0108;128KB EEPROM;Northrop Grumman Corp;Y;;Y;;;;H;;;H;;;Y;;Y;;;;
LEON 3FT;Microprocessor;Aeroflex Gaisler;Y;;;;;;H;;;;;;;;;;;;
;4-Port SpaceWire Router;Aeroflex Gaisler;Y;;Y;;;;H;;;H;;;;;;;;;
RTAX-2000S;FPGA;Actel;Y;;;;;;H;;;H;;;;;;;;;
MT29F4G08AAWP;4Gb NAND Flash;Micron;Y;;;;;;H;;H;H;;;;;;;;;
VIRENA;ASIC;Freescale;Y;;;;;;H;;;H;;;;;;;;;
S29GL512;NOR Flash;Spansion;Y;;;;;;H;;;;;;;;;;;;
K9G8G08U0M;8Gb MLC Flash;Samsung;Y;;;;;;H;;;H;;;;;;;;;
K9F8G08U0M;8Gb SLC Flash;Samsung;Y;;;;;;H;;;H;;;;;;;;;
S29GL512;NOR Flash;Spansion;Y;;;;;;H;;;H;;;;;;;;;
EDS5104ABTA-75;SDRAM;ELPIDA;Y;;;;;;H;;H;;;;;;;;;;
;512Mbit SDRAM;Aeroflex;Y;;Y;;;;H;;;H;;;;;;;;;
LM98640QML;14BIT ADC;National Semiconductor;Y;;;;;;H;;;H;;;;;;;;;
MR0A08B;MRAM;Everspin;Y;;Y;;;;H;;;H;;;;;;;;;
RHF1201;12bit ADC;ST Microelectronics;Y;;Y;;;;H;H;;H;;H;;;;;;;
DS16F95;Transceiver, RS-485;BAE Systems;Y;;;Y;;;H;;;H;;;;;;;;;
ATmega128-AU16;Microcontroller;Atmel;Y;;;;;;H;;;H;;;;;;;;;
AT90CAN128-AU16;Microcontroller;Atmel;Y;;;;;;H;;;H;;;;;;;;;
Test Structures;RHBD 1P8M 130nm EPI process;Aeroflex;Y;;;;;;H;;;H;;;;;;;;;
;Six Channel Electrometer ASIC;;Y;;Y;;;;H;;;H;;;;;;;;;
VC33;Digital Signal Processor;Texas Instruments;Y;;Y;;;;H;;;H;;;Y;;;;;;
;MUX-DAC;Boeing Space;Y;;;;;;H;;;H;;;;;;;;;
;Bipolar;Boeing Space;Y;;;;;;H;;;H;;;;;;;;;
LTC1846L;16 bit ADC;Linear Technology;Y;;;;;;H;;;H;;;;;;;;;
A3PE3000;FPGA;Microsemi;Y;;;;;;H;;;H;;;;;;;;;
RTAX2000S;FPGA;Micorsemi;Y;;;;;;H;;;H;;;;;;;;;
HCC4011;Quad NAND;ST Microelectronics;Y;;;;;;H;;;;;;;;;;;;
HCC4013;D Flip Flop;ST Microelectronics;Y;;;;;;H;;;;;;;;;;;;
HCC4066;Quad Bilateral Switch;ST Microelectronics;Y;;;;;;H;;;;;;;;;;;;
HCC4020B;Counter;ST Microelectronics;Y;;;;;;H;;;;;;;;;;;;
HCC4041;Buffer Logic;ST Microelectronics;Y;;;;;;H;;;;;;;;;;;;
UT54ACS193E Fab9/10;Synch 4-bit Up-Down Dual Clock;Aeroflex;Y;;;;;;H;;;;;;;;;;;;
UT54ACS164E Fab9/10;8-bit Shift Register;Aeroflex;Y;;;;;;H;;;;;;;;;;;;
UT54ACS109E Fab9/10;Dual J-K Flip Flop;Aeroflex;Y;;;;;;H;;;;;;;;;;;;
UT54ACS299E Fab9/10;Universal Shift/Storage Register;Aeroflex;Y;;;;;;H;;;;;;;;;;;;
UT54ACS164646S;16 Bit Register Transceiver Fab9/10;Aeroflex;Y;;;;;;H;;;;;;;;;;;;
UT69151 Fab9/10;1553 Protocol Device;Aeroflex;Y;;;;;;H;;;;;;;;;;;;
SDFF Fab9/10;0.6um ASIC Library;Aeroflex;Y;;;;;;H;;;;;;;;;;;;
LDFFAC Fab9/10;0.6um ASIC Library;Aeroflex;Y;;;;;;H;;;;;;;;;;;;
DFFAC Fab9/10;0.6um ASIC Library;Aeroflex;Y;;;;;;H;;;;;;;;;;;;
GOMAR RAM Fab0;0.6um ASIC Library;Aeroflex;Y;;;;;;H;;;;;;;;;;;;
SDS2APCM Fab10;0.6um ASIC Library;Aeroflex;Y;;;;;;H;;;;;;;;;;;;
SDS2APCH Fab10;0.6um ASIC Library;Aeroflex;Y;;;;;;H;;;;;;;;;;;;
SDFFAC2 Fab9/10;0.6um ASIC Library;Aeroflex;Y;;;;;;H;;;;;;;;;;;;
SDFFAC3 Fab10;0.6um ASIC Library;Aeroflex;Y;;;;;;H;;;;;;;;;;;;
DP GOMAR Fab10;0.6um ASIC Library;Aeroflex;Y;;;;;;H;;;;;;;;;;;;
Viretx-5QV;FPGA;Xilinx;Y;;;;;;H;H;;;;;;;;;;;
UT699;Microprocessor;Aeroflex;Y;;;;;;H;;;;;;;;;;;;
UT16MX110;16:1 Analog Multiplexer;Aeroflex;Y;;Y;;;;H;;;H;;;;;;;;;
UT16MX111;16:1 Analog Multiplexer;Aeroflex;Y;;Y;;;;H;;;H;;;;;;;;;
UT16MX112;16:1 Analog Multiplexer;Aeroflex;Y;;Y;;;;H;;;H;;;;;;;;;
UT16MX113;16:1 Analog Multiplexer;Aeroflex;Y;;Y;;;;H;;;H;;;;;;;;;
UT16MX114;16:1 Analog Multiplexer;Aeroflex;Y;;Y;;;;H;;;H;;;;;;;;;
UT16MX115;16:1 Analog Multiplexer;Aeroflex;Y;;Y;;;;H;;;H;;;;;;;;;
UT16MX116;16:1 Analog Multiplexer;Aeroflex;Y;;Y;;;;H;;;H;;;;;;;;;
UT16MX117;16:1 Analog Multiplexer;Aeroflex;Y;;Y;;;;H;;;H;;;;;;;;;
Test Vehicle, Flip Flop;TSMC CL013G 130nm Process;Aeroflex;Y;;Y;;;;H;;;H;;;;;;;;;
S29GL512N;NOR Flash Memory;Spansion;Y;;Y;;;;H;;H;H;;;;;;;;;
K9WBG08U1M-PIBO;NAND Flash Memory;Samsung;Y;;;;;;H;;;;;;;;;;;;
MT29F8G08AAAWP-ET;NAND Flash Memory;Micron;Y;;;;;;H;;;;;;;;;;;;
K9F4G08UOA;4 Gb SLC NAND Flash;Samsung;Y;;;;;;H;;H;H;;;;;;;;;
MT29F8G08AAAWP;8 Gb SLC NAND Flash;Micron;Y;;;;;;H;;H;;;;;;;;;;
MT29F16G08ABABAWP;16 Gb SLC NAND Flash;Micron;Y;;;;;;H;;H;;;;;;;;;;
RTAX4000D;FPGA;Microsemi;Y;;;;;;H;;;H;;;;;;;;;
A3PE3000L;FPGA;Microsemi;Y;;;;;;H;;;H;;;;;;;;;
XQR5VFX130;FPGA;Xilinx;Y;;;;;;H;;H;H;;;;;;;;;
Maestro;Microprocessor;Boeing;Y;;;;;;H;;;H;;;;;;;;;
P5020;Microprocessor;Freescale;Y;;;;;;H;;;H;;;;;;;;;
P2020;Microprocessor;Freescale;Y;;;;;;H;;;H;;;;;;;;;
MAX2112;Tuner;Maxim;Y;;;;;;H;;;H;;;;;;;;;
MT29F32G08ABAA;32 Gb Nand Flash;Micron;Y;;;;;;H;;H;;;;;;;;;;
MT29F64G08CBAAA;64Gb Nand Flash;Micron;Y;;;;;;H;;H;;;;;;;;;;
MT29F128G08EFAAA;128Gb Nand Flash;Micron;Y;;;;;;H;;H;;;;;;;;;;
EDS5108ABTA;SDRAM;Elpida;Y;;;;;;H;;H;;;;;;;;;;
EDS5104ABTA;512Mb SDRAM;Elpida;Y;;;;;;H;;H;;;;;;;;;;
EDS5108ABTA;512Mb SDRAM;Elpida;Y;;;;;;H;;H;;;;;;;;;;
EDS5116ABTA;512Mb SDRAM;Elpida;Y;;;;;;H;;H;;;;;;;;;;
MT29F32GAAA08ABAA;32Gb SLC Nand Flash;Micron;Y;;Y;;;;H;;H;;;;;;;;;;
MT29F64G08CBAAA;64Gb MLC Nand Flash;Micron;Y;;Y;;;;H;;H;;;;;;;;;;
MT29F16G08ABACA;16 Gb DDR3 SDRAM;Micron;Y;;;;;;H;;H;;;;;;;;;;
MT29F32G08ABAAA;32 Gb DDR3 SDRAM;Micron;Y;;;;;;H;;H;;;;;;;;;;
K4B4G0846B-HCH9;4 Gb DDR3 SDRAM;Samsung;Y;;;;;;H;;H;;;;;;;;;;
J4208BASE-DJ-F;4 Gb DDR3 SDRAM;Elpida;Y;;;;;;H;;H;;;;;;;;;;
UT8MR2M8;16Mb MRAM;Aeroflex;Y;;;;;;H;H;H;;;;;;;;;;
XQR4VLX200;FPGA;Xilinx;Y;Y;;;;;H;;;;;;;;;;;;
XQR4VSX55;FPGA;Xilinx;Y;Y;;;;;H;;;;;;;;;;;;
M470T6464QZ3-CE6;SDRAM;Samsung;Y;;;;;;H;;;;H;;;;;;;;
K9FAG08U0M;16Gb Nand Flash;Samsung;Y;;;;;;H;;H;;H;;;;;;;;
CDCM7005;Clock Synthesizer;Texas Instruments;Y;;;;;;H;;;;;;;;;;;;
TLK2711-SP;Transceiver;Texas Instruments;Y;;;;;;H;H;;H;;;;;;;;;
A3PE3000L;FPGA;Microsemi;Y;;;;;;H;;;;;;;;;;;;
PIC10F2O6-I/OTG;Microcontroller;Microchip;Y;;;;;;H;;;H;;;;;;;;;
PIC12F675-I/SN;Microcontroller;Microchip;Y;;;;;;H;;H;H;;;;;;;;;
PIC18F452-I/SN;Microcontroller;Microchip;Y;;;;;;H;;H;H;;;;;;;;;
MSP430F1611IPM;Microcontroller;Texas Instruments;Y;;;;;;H;;;H;;;;;;;;;
74LVC373AD;Flip-Flop;NXP Semiconductor;Y;;;;;;H;;;H;;;;;;;;;
Virtex-4QV;FPGA;Xilinx;Y;;;;;;H;;;;;;;;;;;;
Maestro;Microprocessor;;Y;;;;;;H;H;;;;;;;;;;;
Virtex-5QV;FPGA;Xilinx;Y;;;;;;H;;H;;;;;;;;;;
MT29F32G08ABAAA;32 Gb SLC NAND Flash;Micron;Y;;Y;;;;H;;H;;;;;;;;;;
MT29F64G08CBAAA;64 Gb MLC NAND Flash;Micron;Y;;Y;;;;H;;H;;;;;;;;;;
MT29F32G08CBAAA;32 Gb MLC NAND Flash;Micron;Y;;Y;;;;H;;H;;;;;;;;;;
MT29F128G08EFAAA;64 Gb TLC NAND Flash;Micron;Y;;Y;;;;H;;H;;;;;;;;;;
K9FAG08U0M-HCB0;16 Gb NAND Flash;Samsung;Y;;;;;;H;;H;;;;;;;;;;
ISL70444SEH;Operational Amplifier;Intersil;Y;;Y;;;;H;;;;;;;;;;;;
XC7K325T-1FBG900C;FPGA;Xilinx;Y;;;;;;H;;;H;;;;;;;;;
UT699E;Microprocessor;Aeroflex;Y;;Y;;;;H;;;H;;;;;;;;;
UT8SF2M32;SSRAM;Aeroflex;Y;;Y;;;;H;;;H;;;;;;;;;
UT8SF2M40;SSRAM;Aeroflex;Y;;Y;;;;H;;;H;;;;;;;;;
UT8SF2M48;SSRAM;Aeroflex;Y;;Y;;;;H;;;H;;;;;;;;;
UT8SP2M32;SSRAM;Aeroflex;Y;;Y;;;;H;;;H;;;;;;;;;
UT8SP2M40;SSRAM;Aeroflex;Y;;Y;;;;H;;;H;;;;;;;;;
UT8SP2M48;SSRAM;Aeroflex;Y;;Y;;;;H;;;H;;;;;;;;;
ADC12D1600CCMLS;12 bit ADC;Texas Instruments;Y;;;;;;H;;H;H;;;;;;;;;
ISL71090SEH;Voltage Reference;Intersil;Y;;;Y;;;H;;;;;;;;;;;;
ISL71091SEH;Voltage Reference;Intersil;Y;;;Y;;;H;;;;;;;;;;;;
Test Structure;SRAM;;Y;;Y;;;;H;;;H;;;;;;;;;
Test Structure;SRAM;;Y;;Y;;;;H;;;H;;;;;;;;;
RHD5912;Voltage Comparator;Aeroflex;Y;;Y;;;;H;;;H;;;;;;;;;
K4T1G084QF-BCE6;DDR2 SDRAM;Samsung;Y;;;;;;H;;;;;;;;;;;;
K4B2G0846-HCH9;DDR3 SDRAM;Samsung;Y;;;;;;H;;H;;;;;;;;;;
K4B2G0846B-HCH9;DDR3 SDRAM;Samsung;Y;;;;;;H;;H;;;;;;;;;;
ADF4112BRUZ;Phase Locked Loop;Analog Devices;Y;;;;;;H;;;;;;;;;;;;
ADF4002BRUZ;Phase Locked Loop;Analog Devices;Y;;;;;;H;;;;;;;;;;;;
1328HB3U;Receiver;;Y;;;;;;H;;;H;H;;;;;;;;
;Attenuator;;Y;;;;;;H;;;;;;;;;;;;
ADC0831CCN;8 bit ADC;Texas Instruments;Y;;;;;;H;;;H;;;;;;;;;
XC7Z020-1CLG484C;Microprocessor/FPGA;Xilinx;Y;;;;;;H;;;H;;;;;;;;;
XC7Z020-CLG484;Microprocessor/FPGA;Xilinx;Y;;;;;;H;;;;;;;;;;;;
Test Structure;SerDes IP Boeing;Cohbam Semiconductor;Y;;Y;;;;H;;;H;;;;;;;;;
Test Structure;32-VuRC-3, 32nm SOI;Robust Chip;Y;;;;;;H;;;;;;;;;;;;
Test Structure;32-VuRC-4, 32nm SOI;Robust Chip;Y;;;;;;H;;;;;;;;;;;;
MZ7KE256HMHA;256GB SSD;Samsung;Y;;;;;;H;;H;H;;;;;;;;;
TLV5618;12 bit DAC;Texas Instruments;Y;;;;;;H;H;;H;;;;;;;;;
XC7K325T;FPGA;Xilinx;Y;;;;;;H;;;;;;;;;;;;
XQV5FX70T;FPGA;Xilinx;Y;;;;;;H;;;;;;;;;;;;
XC7Z020 CLG484;Microprocessor/FPGA;Xilinx;Y;;;;;;H;;;H;;;;;;;;;
XC6VLX240TFFG1156;FPGA;Xilinx;Y;;;;;;H;;;;;;;;;;;;
XC7Z020 CLG484;Microprocessor/FPGA;Xilinx;Y;;;;;;H;;;;;;;;;;;;
DSPIC33FJ256GP710A;Microcontroller;Microchip;Y;;;;;;H;;;H;;;;;;;;;
PIC24J128GA010;Microcontroller;Microchip;Y;;;;;;H;;;H;;;;;;;;;
MSP430F1612;Microcontroller;Texas Instruments;Y;;;;;;H;;;H;;;;;;;;;
MSP430FR5739;Microcontroller;Texas Instruments;Y;;;;;;H;;;H;;;;;;;;;
ATOME620;Microprocessor;Intel;Y;;;;;;H;;;H;;;;;;;;;
AT91SAM9G20;Microcontroller;Atmel;Y;;;;;;H;;;H;;;;;;;;;
K9F8G08U0M;8 Gb NAND Flash;Samsung;Y;;;;;;H;;H;;;;;;;;;;
K9F8G08U0M;8 Gb NAND Flash;Samsung;Y;;;;;;H;;H;;;;;;;;;;
MT29F16G08ABABAWP;128 Gbit NAND Flash;Micron;Y;;;;;;H;;H;;;;;;;;;;
IS42S86400B-7TL;SDRAM;ISSI;Y;;;;;;H;;H;H;;;;;;;;;
IS42S86400B-7TL;SDRAM;ISSI;Y;;;;;;H;;H;H;;;;;;;;;
CY7C1049DV33-10ZSXI;SRAM;Cypress;Y;;;;;;H;;;;;;;;;;;;
TC58NVG1S3ETA00;EEPROM;Toshiba;Y;;;;;;H;;;;;;;;;;;;
MSP430F1611;Microcontroller;Texas Instruments;Y;;Y;;;;H;;;H;;;;;;;;;
MSP430F1612;Microcontroller;Texas Instruments;Y;;Y;;;;H;;;H;;;;;;;;;
MSP430FR5739;Microcontroller;Texas Instruments;Y;;Y;;;;H;;;H;;;;;;;;;
PIC24F256GA110;Microcontroller;Microchip;Y;;Y;;;;H;;;H;;;;;;;;;
dsPIC33FJ256GP710;Microcontroller;Microchip;Y;;Y;;;;H;;;H;;;;;;;;;
AT91SAM9G20;Microcontroller;Atmel;Y;;Y;;;;H;;;H;;;;;;;;;
E620T;Microprocessor;Intel;Y;;Y;;;;H;;;H;;;;;;;;;
APQ8064;Microprocessor;Qualcom;Y;;Y;;;;H;;;H;;;;;;;;;
Test Structure;FEDC FRAM;;Y;;Y;;;;H;;H;;;;;;;;;;
Test Structure;FEHT FRAM;;Y;;Y;;;;H;;H;;;;;;;;;;
FM18W08-70-SG;256 kb FeRAM;Ramtron;Y;;;;;;H;;H;H;;;;;;;;;
FM22L16-55-TG;4Mb FeRAM;Ramtron;Y;;;;;;H;;H;H;;;;;;;;;
IS42S86400B-7TL;SDRAM;ISSI;Y;;;;;;H;;H;H;;;;;;;;;
RT4G150;FPGA;Microsemi;Y;;Y;;;;H;;;H;;;;;;;;;
RTIMS;NAND Flash Memory Stack;3DPlus;Y;;;;;;H;;H;;;;;;;;;;
XCKU040-2FBVA1156E;FPGA;Xilinx;Y;;;;;;H;;;H;;;;;;;;;
i3-6100;Microprocessor;Intel;Y;;;;;;H;;H;H;;;;;;;;;
MT29F128G08CBECBHC;Flash Memory;Micron;Y;;;;;;H;;;;;;;;;;;;
Test chip;Frequency Divider;General Electric;Y;;;;;;H;;;;;;;;;;;;
Test chip;Rinf Oscillator;General Electric;Y;;;;;;H;;;;;;;;;;;;
Test chip;Operational Amplifier;General Electric;Y;;;;;;H;;;;;;;;;;;;
Test chip;Logic;Ozark IC;Y;;;;;;H;;;;;;;;;;;;
RT4G150-CB1657MSX44;Flash FPGA;MicroSemi;Y;;;;;;H;;;;;;;;;;;;
SPC5606B;MicroController;NXP Semiconductor;Y;;;;;;H;;H;H;;;;;;;;;
AD7984;18-bit ADC;Analog Devices;Y;;;;;;H;H;;;;;;;;;;;
I3-5005U;Microprocessor;Intel;Y;;;;;;H;;H;;;;;;;;;;
I5-5200U;Microprocessor;Intel;Y;;;;;;H;;H;;;;;;;;;;
C-3205U;Microprocessor;Intel;Y;;;;;;H;;H;;;;;;;;;;
I3-6100;Microprocessor;Intel;Y;;;;;;H;;H;;;;;;;;;;
MSP430FR5739;Microcontroller;Texas Instruments;Y;;;;;;H;;H;;;;;;;;;;
RT4G150;Flash FPGA;Microsemi;Y;;;;;;H;H;;;;;;;;;;;
IS43DR81280B-25DBLI;1Gb DDR2;Integrated Silicon Solutions;Y;;;;;;H;;H;H;;;;;;;;;
3D2D6G48UB3687;1Gb DDR2;3DPlus;Y;;Y;;;;H;;H;H;;;;;;;;;
H5MS2G62;2Gb SDRAM;Hynix;Y;;Y;;;;H;;H;H;;;;;;;;;
K9F4G08U0D;4Gb NAND Flash;Samsung;Y;;;;;;H;;H;H;;;;;;;;;
S34ML04G100TFI000;4Gb NAND Flash;Spansion;Y;;;;;;H;;H;H;;;;;;;;;
MT29F4G08ABADAWP;4Gb NAND Flash;Micron;;;;;;;H;;H;H;;;;;;;;;
S29GL064;64Mb, NOR Flash;Spansion;Y;;;;;;H;;H;;;;;;;;;;
EPM570G;CPLD;Altera;Y;;;;;;H;;;H;;;;;;;;;
Test chip;1553 I/F;;Y;;;;;;H;;;H;;;;;;;;;
SG1549;Current sensor;Microsemi;Y;;;;;;H;;;;;;;;;;;;
ADC128S102;12 bit ADC;Texas Instruments;Y;;Y;;;;H;H;H;H;;;;;;;;;
IS42S86400B-7TL;SDRAM;ISSI;Y;;;;;;H;;H;H;;;;;;;;;
IS46DR16128C-25DBA25;DDR2;ISSI;Y;;;;;;H;;H;H;;;;;;;;;
W971GG6S8-25;DDR2;Winbond;Y;;;;;;H;;H;H;;;;;;;;;
RT4G150-CB1657;Flash FPGA;Microsemi;Y;;;;;;H;;;;;;;;;;;;
XC7K325T-1FBG900;SRAM FPGA;Xilinx;Y;;;;;;H;;;H;;;;;;;;;
XCKU04-1LFFVA1156I;SRAM FPGA;Xilinx;Y;;;;;;H;;;H;;;;;;;;;
H27QDG822C8RBCG;NAND Flash;Hynix;Y;;;;;;H;;;H;;;;;;;;;
AD9257;14bit ADC;Analog Devices;Y;;;;;;H;H;H;H;;;;;;;;;
IS42S16400J-5BL;SDRAM;ISSI;Y;;;;;;H;;;H;;;;;;;;;
TMP006AIYZFR;Thermopile;Texas Instruments;Y;;;;;;H;;;H;;;;;;;;;
74AUP1G157GW;Analog Multiplexer;NXP Semiconductor;Y;;;;;;H;;;;;;;;;;;;
DS1339A;Clock;Maxim;Y;;;;;;H;;;;;;;;;;;;
SN74LVC1G66DCKR;Analog Switch;Texas Instruments;Y;;;;;;H;;;;;;;;;;;;
N25Q128;128Mbit SPI Flash;Micron;Y;;;;;;H;;;;;;;;;;;;
SN74CBTLV3257RSVR;Bus Switch;Texas Instruments;Y;;;;;;H;;;H;;;;;;;;;
NC7SZ125M5X;Buffer Logic;ON Semi;Y;;;;;;H;;;;;;;;;;;;
SN74AHC1G08DBVR;Logic;Texas Instruments;Y;;;;;;H;;;;;;;;;;;;
SN74LVC1G125BDVR;Buffer Logic;Texas Instruments;Y;;;;;;H;;;;;;;;;;;;
CB3LV-3C-25MHZ;Oscillator;CTS;Y;;;;;;H;;;;;;;;;;;;
OMAP L138;Microprocessor;Texas Instruments;Y;;;;;;H;;;H;;;;;;;;;
RM48L950;Microcontroller;Texas Instruments;Y;;;;;;H;;H;H;;;;;;;;;
MT29F32G08;32Gbit NAND Flash;Micron;Y;;;;;;H;;H;H;;;;;;;;;
AD5622;12 bit DAC;Analog Devices;Y;;;;;;H;;;;;;;;;;;;
AD7991;12 bit ADC;Analog Devices;Y;;;;;;H;;;;;;;;;;;;
MAX9619;Temperature Sensor;Maxim;Y;;;;;;H;;;;;;;;;;;;
MT46H64M16LFB;1 Gbit LPDDR;Micron;Y;;;;;;H;;;;;;;;;;;;
74LCX573;Logic;Fairchild Semicinductor;Y;;;;;;H;;;;;;;;;;;;
DS90LV047/48;Transceiver;Texas Instruments;Y;;;;;;H;;;;;;;;;;;;
TIMEPIX;Radiation Sensor;Timepix;Y;;;;;;H;;;;;;;;;;;;
LM3880Q;Power Sequencer;Linear Technology;Y;;;;;;H;;;H;;;;;;;;;
INA230;Power Monitor;Texas Instruments;Y;;;;;;H;;;H;;;;;;;;;
CLARO8;Single Photon Coating ASIC;CERN;Y;;;;;;H;;;;;;;;;;;;
YHFT-DV;Digital Signal Processor;;Y;;;;;;H;;;H;;;;;;;;;
;16 Mb MRAM;Honeywell;Y;;;;;;H;;;;;H;;;;;;;
MR0A08B;1 Mb MRAM;Everspin;Y;;;;;;H;;H;H;;;;;;;;;
LX7730;Telmetry Controller;MicroSemi;Y;;Y;Y;;;H;H;;H;;;;;;;;;
;RHBD Libray;UMC, XFAB;Y;;;;;;H;;;;;;;;;;;;
;256 Gb NAND Flash;DDC;Y;;Y;;;;H;;H;;;;;;;;;;
;192 Gb NAND Flash;DDC;Y;;Y;;;;H;;H;;;;;;;;;;
69F24G24;4 Gb NAND Flash;DDC;Y;;Y;;;;H;;;;;;;;;;;;
ADC12DJ3200QML-SP;12 ADC;Texas Instruments;Y;;;;;;H;;H;H;;;;;;;;;
AD5370;16-Bit 40-Ch ADC;Analog Devices;Y;;;;;;H;H;;H;;;;;;;;;
UT65CML8X8FD;Crosspoint Switch;Cobham;Y;;;;;;H;H;H;H;;;;;;;;;
RHFAD128;12-Bit 8-Ch ADC;ST Micro;Y;;Y;;;;H;;H;H;;;;;;;;;
PWM5032;PWM Controller;Cobham;Y;;;;;;H;H;;;;;;;;;;;
SSDSCKKW256G8X1;;Intel;Y;;;;;;H;;;;;;;;;;;;
CT275MX300SSD4;;Crucial;Y;;;;;;H;;H;;;;;;;;;;
MEMPEK1W016GAXT;;Intel;Y;;;;;;H;;;;;;;;;;;;
RT4G150-CB1657PROTO;Flash FPGA;Microsemi;Y;;;;;;H;;;;;;;;;;;;
AD7896JRZ;12 bit ADC;Analog Devices;Y;;;;;;H;;;;;;;;;;;;
MT25QL512ABB8ESF;64Mb x 8 Flash Memory;Micron;Y;;;;;;H;;;;;;;;;;;;
Snapdragon 801;;Qualcomm;Y;;;;;;H;;H;H;;;;;;;;;
Snapdragon 835;;Qualcomm;Y;;;;;;H;;H;H;;;;;;;;;
Snapdragon 845;;Qualcomm;Y;;;;;;H;;H;H;;;;;;;;;
BRE440;Microprocessor;MOOG Broad Reach;Y;;;;;;H;;H;H;;;;;;;;;
HXNV01600;16 Mbit MRAM;Honeywell;Y;;;;;;H;;;;;;;;;;;;
;256 Mbit MRAM;ST Micro;Y;;;;;;H;;;;;;;;;;;;
B8R1024 K32;32 Mb SRAM Bulk;Custom;Y;;;;;;H;;;H;;;;;;;;;
K8Q512 K32;16 Mb SRAM SOI;Custom;Y;;;;;;H;;;H;;;;;;;;;
MT29F1T08CMHBB;4x256 Gb NAND Flash;Micron;Y;;Y;;;;H;;H;H;;;;;;;;;
MT29F4T08CTHBBM5;16x256 Gb NAND Flash;Micron;Y;;Y;;;;H;;H;H;;;;;;;;;
IS46DR81280B;1 Gbit DDR2;ISSI;Y;;Y;;;;H;;H;;;;;;;;;;
IS46DR16640B;1 Gbit DDR2;ISSI;Y;;Y;;;;H;;H;;;;;;;;;;
LX7712;Power Switch;Microchip;Y;;;;;;H;H;;H;H;;;;;;;;
TPS3307-18;uP Supervisor;Texas Instruments;Y;;;;;;H;H;;H;;;;;;;;;
AM26LV31;Differential Driver;AMD;Y;;;;;;H;H;;H;;;;;;;;;
AM26LV32;Differential Receiver;AMD;Y;;;;;;H;H;;H;;;;;;;;;
Test Chip;16 Mb SONOS NOR Flash;CAES;Y;;Y;;;;H;H;;H;;;;;;;;;
ATMEGA1280;Microcontroller;Microchip;Y;;;;;;H;;H;H;;;;;;;;;
U309;JFET;InterFET Corp.;Y;;Y;;;;H;;;;;;;;;;;;
Test Chip;22 nm SRAM;Global Foundries;Y;;Y;;;;H;;;;;;;;;;;;
XCKU040-2FFVA1156E;SRAM FPGA;Xilinx;Y;;;;;;H;;;;;;;;;;;;
MPF300T-FCG1152;Flash FPGA;Microchip;Y;;;;;;H;;H;;;;;;;;;;
EMD4E001G16;STT-MRAM;Everspin;Y;;;;;;H;;H;H;;;;;;;;;
XCVC1902;ACAP;Xilinx;Y;;;;;;H;;;H;;;;;;;;;
SAMA5D3;uP SOC;Microchip;Y;;;;;;H;;H;;;;;;;;;;
LMK04832-SP;Clock Jitter Cleaner;Texas Instruments;Y;;;Y;;;H;;H;H;;;;;;;;;
XQE-0920;CMOS Imager;SiOnyz;Y;;;;;;H;;;H;;;;;;;;;
Test Vehicle;22FDX;Global Foundries;Y;;Y;;;;H;;;H;;;;;;;;;
ATMEGA128L;Microcontroller;Atmel;Y;;;;;;H;;;;;;;;;;;;
HM-4201-RTCM1;Real Time Clock;Microchip;Y;;;;;;H;;;H;;;;;;;;;
ICM-20602;Motion Tracking;TDK;Y;;;;;;H;;;H;;;;;;;;;
