Part No.,Type,Manufacture,Terrestrial,Flight,TID-Co60,TID-ELDRS,TID-Protons,TID-Electrons,Dose Rate,DD-Protons,DD-Neutrons,Facilities,Standard,Environment,Shielding,SEE
SJEP170R550,JFET,SemiSouth,Y,,,,,,,,,,,,,['SEB:H']
SFR130S.5,Power MOSFET,SSDI,Y,,,,,,,,,,,,,['SEB:H']
Test Structure,Power MOSFET,Tower JAZZ,Y,,,,,,,,,,,,,['SEB:H']
BUY25CS54A,Power MOSFET,Infineon,Y,,,,,,,,,,,,,['SEGR:H']
2SK4188,Power MOSFET,Fuji,Y,,,,,,,,,,,,,['SEGR:H']
RAD7264,Power MOSFET,Aeroflex,Y,,,,,,,,,,,,,['SEGR:H']
STRH100N10FSY3,Power MOSFET,ST Microelectronics,Y,,,,,,,,,,,,,['SEGR:H']
SUM45N25-58,Power MOSFET,Vishay,Y,,,,,,,,,,,,,['SEB:H']
HMC6416USLC3,Comparator,Hittite,Y,,,,,,,,,,,,,['SEL:H']
NB7L14MNG,Buffer,ON Semi,Y,,,,,,,,,,,,,['SEL:H']
MBRC20200CT,Schottky Diode,ON Semi,Y,,,,,,,,,,,,,['SEB:H']
120720A,Schottky Diode,Crane Aerospace,Y,,,,,,,,,,,,,['SEB:H']
53111,Solid State Relay,Micropac,Y,,,,,,,,,,,,,['SEL:H']
ST16C554DIQ64,UART,EXAR Corporation,Y,,,,,,,,,,,,,"['SEFI:H', 'SEL:H']"
MAX882ESA,Voltage Regulator,Maxim,Y,,,,,,,,,,,,,['SET:H']
LM317D2T,Voltage Regulator,ON Semi,Y,,Y,,,,,,Y,,,,,[]
LM317EMP,Voltage Regulator,Texas Instruments,Y,,Y,,,,,,Y,,,,,[]
LM337IMP,Voltage Regulator,Texas Instruments,Y,,Y,,,,,,Y,,,,,[]
LP3990MF-1.8,Voltage Regulator,Texas Instruments,Y,,Y,,,,,,,,,,,[]
LM334,Current Source,Texas Instruments,Y,,Y,,,,,,,,,,,[]
LM340MP-5.0,Voltage Regulator,Texas Instruments,Y,,Y,,,,,,,,,,,[]
LP2980AIM5-3.3,Low Dropout Voltage Regulator,Texas Instruments,Y,,Y,,,,,,,,,,,[]
TL431,Voltage Reference,Texas Instruments,Y,,Y,,,,,,,,,,,[]
TL432,Voltage Reference,Texas Instruments,Y,,Y,,,,,,,,,,,[]
LT1236,Voltage Reference,Linear Technology,Y,,Y,,,,,,,,,,,[]
MAX6350,Voltage Reference,Maxim,Y,,Y,,,,,,,,,,,[]
MAX6341CSA,Voltage Reference,Maxim,Y,,Y,,,,,,,,,,,[]
ADR434,Voltage Reference,Analog Devices,Y,,Y,,,,,,,,,,,[]
BST82,Power MOSFET,Phillips,Y,,Y,,,,,,,,,,,[]
IRFR9220,Power MOSFET,International Rectifier,Y,,Y,,,,,,,,,,,[]
IRFB4310,Power MOSFET,International Rectifier,Y,,Y,,Y,,,,,,,,,[]
STD10NF,Power MOSFET,ST Microelectronics,Y,,,,Y,,,,,,,,,['SEB:P']
INA111,Instrumentation Amplifier,Texas Instruments,Y,,Y,,,,,,,,,,,[]
LM7372,Operational Amplifier,Texas Instruments,Y,,Y,,,,,,,,,,,[]
MAX4238,Operational Amplifier,Maxim,Y,,Y,,,,,,,,,,,[]
ADA4899,Operational Amplifier,Analog Devices,Y,,Y,,,,,,,,,,,[]
LMH6551MA,Operational Amplifier,Texas Instruments,Y,,Y,,,,,,,,,,,[]
MAX410ESA,Operational Amplifier,Maxim,Y,,Y,,,,,,,,,,,[]
OPA2227,Operational Amplifier,Texas Instruments,Y,,Y,,,,,,,,,,,[]
INA141,Operational Amplifier,Texas Instruments,Y,,Y,,,,,,,,,,,[]
TL072C,Operational Amplifier,Texas Instruments,Y,,Y,,,,,,,,,,,[]
INA146,Instrumentation Amplifier,Texas Instruments,Y,,Y,,,,,,,,,,,[]
LM339D,Voltage Comparator,Texas Instruments,Y,,Y,,,,,,,,,,,[]
LM339M,Voltage Comparator,Texas Instruments,Y,,Y,,,,,,,,,,,[]
SN74ACT245D,Instrumentation Amplifier,Texas Instruments,Y,,Y,,,,,,,,,,,[]
SN74LVC16T245DGGR,Transceiver,Texas Instruments,Y,,Y,,,,,,,,,,,[]
UCC38C45DG4,Pulse Width Modulator,Texas Instruments,Y,,Y,,,,,,,,,,,[]
ADG4121,Analog Switch,Analog Devices,Y,,Y,,,,,,,,,,,[]
AD5245,Digital Potentiometer,Analog Devices,Y,,,,Y,,,,,,,,,[]
AD5231,Digital Potentiometer,Analog Devices,Y,,,,Y,,,,,,,,,[]
TLP124,Optocoupler,Texas Instruments,Y,,Y,,,,,,,,,,,[]
4N35,Optocoupler,Fairchild Semicinductor,Y,,Y,,,,,,,,,,,[]
HCNR,Optocoupler,Hewlett Packard,Y,,Y,,,,,,,,,,,[]
BCP53,PNP BJT,NXP Semiconductor,Y,,Y,,,,,,,,,,,[]
BCP56,NPN BJT,NXP Semiconductor,Y,,Y,,,,,,,,,,,[]
BSR18A,PNP BJT,Phillips,Y,,Y,,,,,,,,,,,[]
BSR17A,NPN BJT,Phillips,Y,,Y,,,,,,,,,,,[]
LHC4913,Voltage Regulator,ST Microelectronics,Y,,,,Y,,,,,,,,,['SEL:P']
LM340MP-5.0,Voltage Regulator,Texas Instruments,Y,,,,YP,,,,Y,,,,,"['SEL:P,N']"
MIC37302,Voltage Regulator,Micrel,Y,,,,YP,,,,Y,,,,,"['SEL:P,N']"
LT1236ACS8-10,Voltage Reference,Linear Technology,Y,,,,YP,,,,Y,,,,,"['SEL:P,N']"
MAX337CWI,Analog Multiplexer,Maxim,Y,,,,Y,,,,,,,,,[]
ADS1271,ADC,Texas Instruments,Y,,,,YP,,,,Y,,,,,"['SEFI:H,P', 'SEL:H,P,N']"
ADS1281,ADC,Texas Instruments,Y,,,,YP,,,,Y,,,,,"['SEFI:H,P', 'SEL:H,P,N']"
MAX5541CSA,ADC,Maxim,Y,,,,YP,,,,Y,,,,,"['SEFI:P', 'SEL:P,N']"
LM45CIM3,Temperature Transducer,Texas Instruments,Y,,,,Y,,,,,,,,,[]
OPA2227U,Operational Amplifier,Analog Devices,Y,,,,Y,,,,,,,,,[]
FMMT591,PNP BJT,Zetex,Y,,,,Y,,,,,,,,,[]
66179-002,Optocoupler,Micropac,Y,,Y,,,,,Y,Y,,,,,['SET:P']
66193-002,Optocoupler,Micropac,Y,,Y,,,,,Y,Y,,,,,['SET:P']
66221-103,Optocoupler,Micropac,Y,,Y,,,,,Y,Y,,,,,['SET:P']
66224-105,Optocoupler,Micropac,Y,,Y,,,,,Y,Y,,,,,['SET:P']
HCPL5431,Optocoupler,Avago,Y,,Y,,,,,Y,Y,,,,,['SET:P']
HCPL5501,Optocoupler,Avago,Y,,Y,,,,,Y,Y,,,,,['SET:P']
HCPL5701,Optocoupler,Avago,Y,,Y,,,,,Y,Y,,,,,['SET:P']
OLH400,Optocoupler,Isolink,Y,,Y,,,,,Y,Y,,,,,['SET:P']
OLSO449,Optocoupler,Isolink,Y,,Y,,,,,Y,Y,,,,,['SET:P']
OLH7000-0010,Optocoupler,Isolink,Y,,Y,,,,,Y,Y,,,,,['SET:P']
FPF2700,Current Limit Switch,,Y,,Y,,,,,,,,,,,[]
MAX3221-EP,Transceiver,Maxim,Y,,Y,,,,,,,,,,,[]
PIC24FJ256GA110,Microcontroller,Microchip,Y,,Y,,,,,,,,,,,[]
PIC24EP512GU810,Microcontroller,Microchip,Y,,Y,,,,,,,,,,,[]
,MLC Flash SDCard,SanDisk,Y,,Y,,,,,,,,,,,[]
,MLC Flash SDCard,Transcend,Y,,Y,,,,,,,,,,,[]
FOX924B,Ocsillator,FOX,Y,,Y,,,,,,,,,,,[]
iPad 4th Generation,Tablet,Apple,Y,,Y,,,,,,,,,,,[]
S5971,PIN diode,Hamamatsu,Y,,,,Y,,,Y,,,,,,[]
HFE-4080-321,VCSEL,Finisar,Y,,,,Y,,,Y,,,,,,[]
ULM-850-05-TN-U46FZP,VCSEL,Photonics,Y,,,,Y,,,Y,,,,,,[]
ISL71590SEH,Temperature Transducer,Intersil,Y,,Y,,,,,,Y,,,,,['SEB:H']
Test Structure,Low Dropout Voltage Regulator,,Y,,Y,,,,,,,,,,,[]
LM139AXQMLV,Voltage Comparator,Texas Instruments,Y,,,,,,,,,,,,,['SET:P']
Test Structure,180nm SiGe HBT,Jazz Semiconductor,Y,,,,,,,,,,,,,['SET:H']
Test Structure,350nm SiGe HBt,Jazz Semiconductor,Y,,,,,,,,,,,,,['SET:H']
LM139,Voltage Comparator,Texas Instruments,Y,,,,,,,,,,,,,['SET:H']
AD9042,12 bit ADC,Analog Devices,Y,,,,,,,,,,,,,['SET:H']
ADC12D1600CCMLS,12 bit ADC,Texas Instruments,Y,,Y,,,,,,,,,,,[]
UT01VS33D,Power Supply Supervisor,Aeroflex,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
UT01VS33DL,Power Supply Supervisor,Aeroflex,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
UT01VS50D,Power Supply Supervisor,Aeroflex,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
UT01VS50L,Power Supply Supervisor,Aeroflex,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
UT04VS33P,Power Supply Supervisor,Aeroflex,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
UT04VS50P,Power Supply Supervisor,Aeroflex,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
Test Structures,Bipolar Transistors,ST Microelectronics,Y,,Y,Y,,,,,,,,,,[]
SD090SC200A,Schottky Diode,Sensitron Semiconductor,Y,,,,,,,,,,,,,['SEB:H']
MBRC20200CT,Schottky Diode,ON Semi,Y,,,,,,,,,,,,,['SEB:H']
Test Structure,PHEMT PPH25X MMIC process,UMS,Y,,,,,,,,,,,,,['SEB:H']
Test Structure,PHEMT D01PH MMIC process,OMMIC,Y,,,,,,,,,,,,,['SEB:H']
Test Structure,MESFET,,Y,,Y,,,,,,,,,,,[]
RAD7264NCx,Power MOSFET,Aeroflex,Y,,Y,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
SFR130S.5,Power MOSFET,SSDI,Y,,Y,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
JAXA-R-2SK4188,Power MOSFET,Fuji,Y,,Y,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
SUM45N25-58,Power MOSFET,Vishay,Y,,Y,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
BUY25CS54A,Power MOSFET,Infineon,Y,,Y,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
Engineering Sample,Power MOSFET,Vendor A,Y,,Y,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
RHD5900,Operational Amplifier,Aeroflex,Y,,,,,,,,,,,,,['SET:H']
RHD5901,Operational Amplifier,Aeroflex,Y,,Yx-ray,,,,,,,,,,,[]
RHD5902,Operational Amplifier,Aeroflex,Y,,Y,,,,,,,,,,,[]
AM3300OJHXBOX,Microprocessor,AMD,Y,,Y,,,,Y,,,,,,,[]
K4B4G0846B-HCH9,DDR3 SDRAM,Samsung,Y,,Y,,,,,,,,,,,[]
H5TQ4G83MFR-H9C,DDR3 SDRAM,Hynix,Y,,Y,,,,,,,,,,,[]
MAX662A,Switching Regulator,Maxim,Y,,Y,,,,,,,,,,,[]
LM234,Operational Amplifier,Texas Instruments,Y,,Y,,,,,,,,,,,[]
AD7712,24 bit ADC,Analog Devices,Y,,,,,,,,,,,,,"['SET:H', 'SEFI:H', 'SEL:H']"
ADS1258,24 bit ADC,Texas Instruments,Y,,,,,,,,,,,,,"['SET:H', 'SEFI:H', 'SEL:H']"
RH27EW,Operational Amplifier,Linear Technology,Y,,,,,,,,,,,,,"['SET:H', 'SEB:H', 'SEGR:H']"
ISL74422ARH,Driver,Intersil,Y,,,,,,,,,,,,,['SET:H']
2N5416S,PNP BJT,Microsemi,Y,,,,,,,,,,,,,['SEB:H']
LM4050-2.5,Voltage Reference,Texas Instruments,Y,,,,,,,,,,,,,['SET:H']
AD648TH,Operational Amplifier,Analog Devices,Y,,,,,,,,,,,,,['SET:H']
OP484A,Operational Amplifier,Analog Devices,Y,,,,,,,,,,,,,['SET:H']
54LVTH16244,Driver,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
54LVTH16245,Transceiver,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
M2S050,FPGA,Microsemi,Y,,"Y, YX",,,,,,,,,,,[]
GENEPI2,Neutron Irradiation Facility,France,,,,,,,,,,Y,,,,[]
IRFS4010PbF,Power MOSFET,International Rectifier,Y,,Y,,Y,,,,,,,,,"['SEB:H', 'SEGR:H']"
IRLS4030PbF,Power MOSFET,International Rectifier,Y,,Y,,Y,,,,,,,,,"['SEB:H', 'SEGR:H']"
LX141,LDMOS,PolyFET,Y,,,,,,,,,,,,,['SEGR:H']
L2801,LDMOS,PolyFET,Y,,,,,,,,,,,,,['SEGR:H']
IRF8788PBF,Power MOSFET,International Rectifier,Y,,,,,,,,,,,,,['SEB:N']
BUK9575-100A,Power MOSFET,NXP Semiconductor,Y,,,,,,,,,,,,,['SEB:N']
IXFH88N30P,Power MOSFET,IXYS,Y,,,,,,,,,,,,,['SEB:N']
IRF830A,Power MOSFET,International Rectifier,Y,,,,,,,,,,,,,['SEB:N']
STP42N65M5,Power MOSFET,ST Microelectronics,Y,,,,,,,,,,,,,['SEB:N']
IXFX20N120,Power MOSFET,IXYS,Y,,,,,,,,,,,,,['SEB:N']
CMF10120D,Power SiCFET,Cree,Y,,,,,,,,,,,,,['SEB:N']
IXGH42N30C3,IGBT,IXYS,Y,,,,,,,,,,,,,['SEB:N']
IRGB4056DPB,IGBT,International Rectifier,Y,,,,,,,,,,,,,['SEB:N']
IRG4PF50WDPBF,IGBT,International Rectifier,Y,,,,,,,,,,,,,['SEB:N']
FGP5N60SL,IGBT,Fairchild Semicinductor,Y,,,,,,,,,,,,,['SEB:N']
FGA25N120ANTD,IGBT,Fairchild Semicinductor,Y,,,,,,,,,,,,,['SEB:N']
IGP30N60H3,IGBT,Infineon,Y,,,,,,,,,,,,,['SEB:N']
SKW20N60,IGBT,Infineon,Y,,,,,,,,,,,,,['SEB:N']
STGF7NB60SL,IGBT,ST Microelectronics,Y,,,,,,,,,,,,,['SEB:N']
MGN2915U4A,Power GaNFET,EPC Corporation/Microsemi,Y,,Y,Y,,,,,,,,,,['SEB:N']
CMF10120D,Power SiCFET,Cree,Y,,,,,,,,,,,,,['SEB:N']
LM185H-1.2RLQV,Voltage Reference,Texas Instruments,Y,,,Y,,,,,,,,,,[]
IS1009RH,Voltage Reference,Intersil,Y,,,,,,,,Y,,,,,[]
IS7119RH,Voltage Comparator,Intersil,Y,,,,,,,,Y,,,,,[]
ISL70001SEH,Voltage Regulator,Intersil,Y,,,,,,,,Y,,,,,[]
ICX285AL,CCD,,Y,,Y,,,,,,,,,,,[]
KAI-2020M,CCD,ON Semi,Y,,Y,,Y,,,Y,,,,,,[]
,UV Interference Filter,Lyman,Y,,,,,,,Y,,,,,,[]
,UV Interference Filter,Herzberg,Y,,,,,,,Y,,,,,,[]
,MSM-AlN Photodetectors,,Y,,,,,,,Y,,,,,,[]
,Diamond PIN Photodiodes,,Y,,,,,,,Y,,,,,,[]
SXUV type,Si Photodiodes,Optodiode Corporation,Y,,,,,,,Y,,,,,,[]
AXUV type,Si Photodiodes,Optodiode Corporation,Y,,,,,,,Y,,,,,,[]
,UV-LED,SETI,Y,,,,,,,Y,,,,,,[]
,UV-LED,Nichia,Y,,,,,,,Y,,,,,,[]
,FG-MOSFET,,Y,,Y,,,,,,,,,,,[]
UL03041,Thermal Imager Sensor,ULIS,Y,,Y,,,,,,,,,,,"['SET:H', 'SEL:H']"
Test Structure,PLL,ST Microelectronics,Y,,Y,,,,,,,,,,,"['SET:H', 'SEL:H']"
AD829JRZ,Operational Amplifier,Analog Devices,Y,,Y,,,,,,,,,,,['SET:H']
Test Structure,BJT,Northrop Grumann,Y,,,Y,,,,,,,,,,[]
MSP430FR5739,Microcontroller,Texas Instruments,Y,,Y,,,,,,,,,,,[]
Beagle Bone Black,Evaluation Kit,Texas Instruments,Y,,Y,,,,,,,,,,,[]
OPA656,Operational Amplifier,Texas Instruments,Y,,Y,Y,,,,,,,,,,[]
TLC2272,Operational Amplifier,Texas Instruments,Y,,Y,Y,,,,,,,,,,[]
LMC6062,Operational Amplifier,Texas Instruments,Y,,Y,Y,,,,,,,,,,[]
LTC6081,Operational Amplifier,Linear Technology,Y,,Y,Y,,,,,,,,,,[]
LTC1150,Operational Amplifier,Linear Technology,Y,,Y,Y,,,,,,,,,,[]
LMV341,Operational Amplifier,Texas Instruments,Y,,Y,Y,,,,,,,,,,[]
AD8657,Operational Amplifier,Analog Devices,Y,,Y,Y,,,,,,,,,,[]
AD8662,Operational Amplifier,Analog Devices,Y,,Y,Y,,,,,,,,,,[]
HMC1001,Magnetometer,MAGIC,Y,,Y,,,,,,,,,,,[]
,NdFeB Magnet,,Y,,Y,,,,,,,,,,,[]
,SmCo Magnet,,Y,,Y,,,,,,,,,,,[]
LHR974,LED,OSRAM,Y,,,,,,,Y,,,,,,[]
SFH4350,LED,OSRAM,Y,,,,,,,Y,,,,,,[]
SFH464,LED,OSRAM,Y,,,,,,,Y,,,,,,[]
EOLD-670-523,LED,EPIGAP,Y,,,,,,,Y,,,,,,[]
EOLD-850-525,LED,EPIGAP,Y,,,,,,,Y,,,,,,[]
EOLD-880-525,LED,EPIGAP,Y,,,,,,,Y,,,,,,[]
OIS-170-660,LED,OSA-Optolight,Y,,,,,,,Y,,,,,,[]
OIS-170-850,LED,OSA-Optolight,Y,,,,,,,Y,,,,,,[]
OIS-70-880,LED,OSA-Optolight,Y,,,,,,,Y,,,,,,[]
OCL-400-MSD-X-T,LED,OSA-Optolight,Y,,,,,,,Y,,,,,,[]
OCL-400-MY-X-T,LED,OSA-Optolight,Y,,,,,,,Y,,,,,,[]
OCL-400-GC525,LED,OSA-Optolight,Y,,,,,,,Y,,,,,,[]
OCL-400-SW-XD-T,LED,OSA-Optolight,Y,,,,,,,Y,,,,,,[]
OLS-330-GB525,LED,OSA-Optolight,Y,,,,,,,Y,,,,,,[]
FEAST2,POL DC-DC Converter,,Y,,Y,,,,,,Y,,,,,['SEB:H']
CC2530,Wireless Module,Texas Instruments,Y,,Y,,,,,,,,,,,[]
MC13193,Wireless Module,Digi,Y,,Y,,,,,,,,,,,[]
7809LPRFK,16 bit ADC,Maxwell,Y,,,,,,,,Y,,,,,[]
AD584S,Voltage Reference,Analog Devices,Y,,Y,,,,,,Y,,,,,[]
AD590M,Temperature Sensor,Analog Devices,Y,,Y,,,,,,Y,,,,,[]
AD648SQ,Operational Amplifier,Intersil,Y,,Y,,,,,,Y,,,,,[]
ISL705ARH,Power on Reset,Texas Instruments,Y,,Y,,,,,,Y,,,,,[]
LM117HVH,Voltage Regulator,Texas Instruments,Y,,Y,,,,,,Y,,,,,[]
LM139A,Voltage Comparator,Texas Instruments,Y,,Y,,,,,,Y,,,,,[]
LM4050,Voltage Reference,Texas Instruments,Y,,Y,,,,,,Y,,,,,[]
LMP2012,Operational Amplifier,Texas Instruments,Y,,Y,,,,,,Y,,,,,[]
OP484,Operational Amplifier,Analog Devices,Y,,Y,,,,,,Y,,,,,[]
54LVC14,Hex Inverter,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
ACT4468,Transceiver,Aeroflex,Y,,,,,,,,,,,,,['SET:H']
Delrin 100,Resin,Dupont,Y,,Y,,,,,,,,,,,[]
Teflon FEP-500-A,Thermoplastic,Dupont,Y,,Y,,,,,,,,,,,[]
Teflon PTFE,Fluoroplastic,Dupont,Y,,Y,,,,,,,,,,,[]
UG11,UV bandpass filter,Schott,Y,,Y,,,,,,,,,,,[]
UG5,UV bandpass filter,Schott,Y,,Y,,,,,,,,,,,[]
BG40,Visible bandpass filter,Schott,Y,,Y,,,,,,,,,,,[]
KG1,Visible bandpass filter,Schott,Y,,Y,,,,,,,,,,,[]
F7,UVA bandpass filter,Optics Blazers,Y,,Y,,,,,,,,,,,[]
F14,NIR bandpass filter,Oprics Blazers,Y,,Y,,,,,,,,,,,[]
S1337-9936,Photodiode,,Y,,Y,,,,,,,,,,,[]
S1337-9939,Photodiode,,Y,,Y,,,,,,,,,,,[]
S1337-9940,Photodiode,,Y,,Y,,,,,,,,,,,[]
RHD5902,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,['SEL:H']
OP271,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,['SEL:H']
OP462HRU,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,['SEL:H']
CA-3080AS3,Operational Amplifier,Intersil,Y,,,Y,,,,,,,,,,['SEL:H']
AD847,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,['SEL:H']
LT62331,Operational Amplifier,Linear Technology,Y,,Y,,,,,,,,,,,['SEL:H']
LTC2054,Operational Amplifier,Linear Technology,Y,,,Y,,,,,,,,,,['SEL:H']
RH1056,Operational Amplifier,Linear Technology,Y,,Y,Y,,,,,,,,,,['SEL:H']
OP497A,Operational Amplifier,Analog Devices,Y,,Y,,,,,,,,,,,['SEL:H']
TS951ILT,Operational Amplifier,ST Microelectronics,Y,,,,,,,,,,,,,['SEL:H']
MAX4194,Instrumentation Amplifier,Maxim,Y,,,,,,,,,,,,,['SEL:H']
AD648T,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,['SEL:H']
RH1498,Operational Amplifier,Linear Technology,Y,,Y,,,,,,,,,,,['SEL:H']
TLC2252,Operational Amplifier,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
RH1814,Operational Amplifier,Linear Technology,Y,,,Y,,,,,,,,,,['SEL:H']
RHF43B,Operational Amplifier,ST Microelectronics,Y,,,Y,,,,,,,,,,['SEL:H']
RHF310,Operational Amplifier,ST Microelectronics,Y,,,Y,,,,,,,,,,['SEL:H']
PM108A,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,['SEL:H']
RH1078M,Operational Amplifier,Linear Technology,Y,,,Y,,,,,,,,,,['SEL:H']
LTC2052,Operational Amplifier,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
AD524,Instrumentation Amplifier,Analog Devices,Y,,Y,Y,,,,,,,,,,[]
RH1499,Operational Amplifier,Linear Technology,Y,,Y,Y,,,,,,,,,,['SEL:H']
RH1013M,Operational Amplifier,Linear Technology,Y,,,Y,,,,,,,,,,['SEL:H']
LT1211,Operational Amplifier,Linear Technology,Y,,,Y,,,,,,,,,,['SEL:H']
MC35072,Operational Amplifier,Motorola,Y,,,Y,,,,,,,,,,['SEL:H']
AD823AR,Operational Amplifier,Analog Devices,Y,,Y,,,,,,,,,,,['SEL:H']
OP200,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,['SEL:H']
AD822,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,['SEL:H']
OP296,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,['SEL:H']
OPA687,Operational Amplifier,Burr-Brown,Y,,,Y,,,,,,,,,,['SEL:H']
LT1006A,Operational Amplifier,Linear Technology,Y,,,Y,,,,,,,,,,['SEL:H']
OP470A,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,['SEL:H']
HS9-OP470ARH,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,['SEL:H']
OP249,Operational Amplifier,Analog Devices,Y,,Y,,,,,,,,,,,['SEL:H']
LM324,Operational Amplifier,Texas Instruments,Y,,,Y,,,,,,,,,,['SEL:H']
PM156,Operational Amplifier,Analog Devices,Y,,Y,,,,,,,,,,,['SEL:H']
LM101,Operational Amplifier,Texas Instruments,Y,,,Y,,,,,,,,,,['SEL:H']
INA117,Instrumentation Amplifier,Burr-Brown,Y,,,Y,,,,,,,,,,['SEL:H']
AD8295,Operational Amplifier,Analog Devices,Y,,Y,,,,,,,,,,,['SEL:H']
TLV2270,Operational Amplifier,Texas Instruments,Y,,Y,,,,,,,,,,,[]
LMC6081AIM,Operational Amplifier,Texas Instruments,Y,,Y,,,,,,,,,,,['SEL:H']
LF147,Operational Amplifier,Linear Technology,Y,,Y,Y,,,,,,,,,,['SEL:H']
LF155A,Operational Amplifier,Linear Technology,Y,,,Y,,,,,,,,,,['SEL:H']
OP270,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,['SEL:H']
OP467,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,['SEL:H']
AD845,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,['SEL:H']
AD620,Instrumentation Amplifier,Analog Devices,Y,,Y,,,,,,,,,,,['SEL:H']
TLC2254,Operational Amplifier,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
PA07,Operational Amplifier,Apex,Y,,Y,,,,,,,,,,,['SEL:H']
LMC6464,Operational Amplifier,Texas Instruments,Y,,Y,,,,,,,,,,,['SEL:H']
CLC502,Operational Amplifier,Texas Instruments,Y,,Y,,,,,,,,,,,['SEL:H']
CLC449,Operational Amplifier,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
AD8011,Operational Amplifier,Analog Devices,Y,,Y,,,,,,,,,,,['SEL:H']
CLC425AJP,Operational Amplifier,Texas Instruments,Y,,Y,,,,,,,,,,,['SEL:H']
CLC430AJP,Operational Amplifier,Texas Instruments,Y,,Y,,,,,,,,,,,['SEL:H']
OPA643,Operational Amplifier,Burr-Brown,Y,,Y,,,,,,,,,,,['SEL:H']
OPA111AM,Operational Amplifier,Burr-Brown,Y,,Y,,,,,,,,,,,['SEL:H']
OPA627,Operational Amplifier,Burr-Brown,Y,,Y,,,,,,,,,,,['SEL:H']
OP155,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,['SEL:H']
OP27A,Operational Amplifier,Analog Devices,Y,,Y,,,,,,,,,,,['SEL:H']
OPA241,Operational Amplifier,Burr-Brown,Y,,,Y,,,,,,,,,,['SEL:H']
OPA336,Operational Amplifier,Burr-Brown,Y,,Y,,,,,,,,,,,[]
MAX473,Operational Amplifier,Maxim,Y,,,Y,,,,,,,,,,['SEL:H']
MAX409,Operational Amplifier,Maxim,Y,,Y,,,,,,,,,,,[]
LMC6462,Operational Amplifier,Texas Instruments,Y,,Y,,,,,,,,,,,[]
MAX494,Operational Amplifier,Maxim,Y,,Y,,,,,,,,,,,['SEL:H']
CLC502,Operational Amplifier,Texas Instruments,Y,,Y,,,,,,,,,,,['SEL:H']
AMP01,Instrumentation Amplifier,Analog Devices,Y,,Y,,,,,,,,,,,['SEL:H']
OP400A,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,['SEL:H']
OP484A,Operational Amplifier,Analog Devices,Y,,Y,,,,,,,,,,,['SEL:H']
RH1014,Operational Amplifier,Linear Technology,Y,,Y,,,,,,,,,,,['SEL:H']
AD8009,Operational Amplifier,Analog Devices,Y,,Y,,,,,,,,,,,['SEL:H']
ACT4468,Transceiver,Aeroflex,Y,,,,,,,,,,,,,['SET:H']
SNJ54LVC12AFK,Hex Inverter,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
GB20SLT12,Schottky Diode,GeneSiC,Y,,,,,,,,,,,,,['SEB:H']
C4D40120D,Schottky Diode,Cree,Y,,,,,,,,,,,,,['SEB:H']
CPM-1200-0025B,Power MOSFET,Cree,Y,,,,,,,,,,,,,['SEB:H']
MSK1852P,Power MOSFET,MS Kennedy/Cree,Y,,,,,,,,,,,,,['SEB:H']
MSK1852PN,Power MOSFET,MS Kennedy/Cree,Y,,,,,,,,,,,,,['SEB:H']
CHTPLA8543C,Power MOSFET,Cissiod,Y,,,,,,,,,,,,,[]
